Freq.	V(out)
6.59449048629146e+03	(-1.63845066101970e+02dB,-1.57811445304494e+02°)
6.74809590228415e+03	(-1.65837201787073e+02dB,-1.61385346406276e+02°)
6.90527924804584e+03	(-1.67825668622040e+02dB,-1.65071837471840e+02°)
7.06612386426703e+03	(-1.69809728558071e+02dB,-1.68880836634035e+02°)
7.23071503289225e+03	(-1.71788538924198e+02dB,-1.72822679173889e+02°)
7.39914002233774e+03	(-1.73761139514615e+02dB,-1.76908099734977e+02°)
7.57148813376228e+03	(-1.75726438642143e+02dB,1.78851796503073e+02°)
7.74785074841582e+03	(-1.77683198244749e+02dB,1.74445575960674e+02°)
7.92832137609111e+03	(-1.79630018199599e+02dB,1.69861534600435e+02°)
8.11299570470374e+03	(-1.81565320084192e+02dB,1.65087774348421e+02°)
8.30197165102719e+03	(-1.83487330728013e+02dB,1.60112300756994e+02°)
8.49534941260961e+03	(-1.85394066020819e+02dB,1.54923144629318e+02°)
8.69323152089983e+03	(-1.87283315583281e+02dB,1.49508510098105e+02°)
8.89572289561096e+03	(-1.89152629057638e+02dB,1.43856951179951e+02°)
9.10293090035015e+03	(-1.90999304932158e+02dB,1.37957578052344e+02°)
9.31496539954425e+03	(-1.92820382961391e+02dB,1.31800293171353e+02°)
9.53193881669132e+03	(-1.94612641367922e+02dB,1.25376055830759e+02°)
9.75396619396913e+03	(-1.96372600090089e+02dB,1.18677171856579e+02°)
9.98116525323199e+03	(-1.98096531351034e+02dB,1.11697602878751e+02°)
1.02136564584285e+04	(-1.99780478744306e+02dB,1.04433287125628e+02°)
1.04515630794729e+04	(-2.01420285840257e+02dB,9.68824611110610e+01°)
1.06950112576049e+04	(-2.03011635003180e+02dB,8.90459691502627e+01°)
1.09441300722708e+04	(-2.04550096669913e+02dB,8.09275456133532e+01°)
1.11990516095638e+04	(-2.06031188789054e+02dB,7.25340534819798e+01°)
1.14599110322572e+04	(-2.07450445482494e+02dB,6.38756623719891e+01°)
1.17268466514697e+04	(-2.08803493307552e+02dB,5.49659499266979e+01°)
1.19999999999999e+04	(-2.10086132817734e+02dB,4.58219124948171e+01°)
1.22795159073690e+04	(-2.11294422497803e+02dB,3.64638743163042e+01°)
