Freq.	V(out)
7.43691272931176e+01	(-7.41173696983574e+01dB,8.78168440314575e+00°)
7.61014068010826e+01	(-7.49201906238532e+01dB,8.40970662797055e+00°)
7.78740362822547e+01	(-7.57223404433847e+01dB,8.04081727401869e+00°)
7.96879556082484e+01	(-7.65238025438433e+01dB,7.67466363017093e+00°)
8.15441265431005e+01	(-7.73245569367959e+01dB,7.31088738064398e+00°)
8.34435332532097e+01	(-7.81245800491404e+01dB,6.94912380810554e+00°)
8.53871828291556e+01	(-7.89238444903412e+01dB,6.58900099278627e+00°)
8.73761058196704e+01	(-7.97223187944490e+01dB,6.23013900903288e+00°)
8.94113567780504e+01	(-8.05199671349696e+01dB,5.87214912138191e+00°)
9.14940148212933e+01	(-8.13167490105108e+01dB,5.51463298307513e+00°)
9.36251842022609e+01	(-8.21126188990012e+01dB,5.15718184082652e+00°)
9.58059948951683e+01	(-8.29075258781356e+01dB,4.79937575068131e+00°)
9.80376031947114e+01	(-8.37014132095711e+01dB,4.44078281109230e+00°)
1.00321192329149e+02	(-8.44942178842872e+01dB,4.08095842060896e+00°)
1.02657973087668e+02	(-8.52858701264111e+01dB,3.71944456930127e+00°)
1.05049184462357e+02	(-8.60762928527098e+01dB,3.35576917472566e+00°)
1.07496094305139e+02	(-8.68654010849332e+01dB,2.98944547540070e+00°)
1.09999999999999e+02	(-8.76531013121158e+01dB,2.61997149700957e+00°)
1.12562229150882e+02	(-8.84392907999951e+01dB,2.24682960918465e+00°)
1.15184140285598e+02	(-8.92238568447971e+01dB,1.86948619368790e+00°)
1.17867123576136e+02	(-9.00066759687482e+01dB,1.48739144791659e+00°)
1.20612601575750e+02	(-9.07876130549577e+01dB,1.09997935134496e+00°)
1.23422029973215e+02	(-9.15665204196193e+01dB,7.06667826279999e-01°)
1.26296898364656e+02	(-9.23432368199902e+01dB,3.06859128476538e-01°)
1.29238731043347e+02	(-9.31175863972082e+01dB,-1.00059492397452e-01°)
1.32249087807915e+02	(-9.38893775538293e+01dB,-5.14714817968480e-01°)
1.35329564789361e+02	(-9.46584017669828e+01dB,-9.37746322759792e-01°)
1.38481795297358e+02	(-9.54244323392930e+01dB,-1.36980441843708e+00°)
1.41707450686244e+02	(-9.61872230912678e+01dB,-1.81154822240518e+00°)
1.45008241241204e+02	(-9.69465070006544e+01dB,-2.26364278866651e+00°)
1.48385917085081e+02	(-9.77019947964813e+01dB,-2.72675573565812e+00°)
1.51842269106316e+02	(-9.84533735179915e+01dB,-3.20155320369238e+00°)
1.55379129908502e+02	(-9.92003050515941e+01dB,-3.68869507438825e+00°)
1.58998374782051e+02	(-9.99424246622706e+01dB,-4.18882938600653e+00°)
1.62701922698502e+02	(-1.00679339539479e+02dB,-4.70258588324742e+00°)
1.66491737327982e+02	(-1.01410627381619e+02dB,-5.23056864778270e+00°)
1.70369828080372e+02	(-1.02135835047385e+02dB,-5.77334776800417e+00°)
1.74338251170721e+02	(-1.02854477306721e+02dB,-6.33145002336353e+00°)
1.78399110709481e+02	(-1.03566035728576e+02dB,-6.90534858123130e+00°)
1.82554559818130e+02	(-1.04269957746886e+02dB,-7.49545173318722e+00°)
1.86806801770791e+02	(-1.04965655950127e+02dB,-8.10209073311113e+00°)
1.91158091162430e+02	(-1.05652507642833e+02dB,-8.72550684182201e+00°)
1.95610735104280e+02	(-1.06329854729605e+02dB,-9.36583773197134e+00°)
2.00167094447097e+02	(-1.06997003972662e+02dB,-1.00231034614381e+01°)
2.04829585032914e+02	(-1.07653227672717e+02dB,-1.06971922821063e+01°)
2.09600678975956e+02	(-1.08297764819398e+02dB,-1.13878466116346e+01°)
2.14482905973383e+02	(-1.08929822751142e+02dB,-1.20946495544001e+01°)
2.19478854646575e+02	(-1.09548579355392e+02dB,-1.28170124114548e+01°)
2.24591173913647e+02	(-1.10153185827777e+02dB,-1.35541636619403e+01°)
2.29822574393943e+02	(-1.10742769993797e+02dB,-1.43051399251610e+01°)
2.35175829845244e+02	(-1.11316440178991e+02dB,-1.50687794178385e+01°)
2.40653778634449e+02	(-1.11873289593905e+02dB,-1.58437183992341e+01°)
2.46259325242516e+02	(-1.12412401179756e+02dB,-1.66283910446447e+01°)
