Freq.	V(out)
1.31577383537181e+04	(-7.07509213371768e+01dB,4.24205011482500e+00°)
1.34642214516235e+04	(-7.15048405479870e+01dB,3.60547184399918e+00°)
1.37778434579625e+04	(-7.22563831188070e+01dB,2.97266671387151e+00°)
1.40987706592743e+04	(-7.30054688080500e+01dB,2.34335522982107e+00°)
1.44271732154089e+04	(-7.37520141582360e+01dB,1.71726637790076e+00°)
1.47632252497485e+04	(-7.44959324754658e+01dB,1.09413751242116e+00°)
1.51071049415299e+04	(-7.52371338136842e+01dB,4.73714256125513e-01°)
1.54589946203175e+04	(-7.59755249643206e+01dB,-1.44249588864335e-01°)
1.58190808626768e+04	(-7.67110094519229e+01dB,-7.59992121198878e-01°)
1.61875545910997e+04	(-7.74434875364232e+01dB,-1.37374341347187e+00°)
1.65646111752345e+04	(-7.81728562226990e+01dB,-1.98572558039508e+00°)
1.69504505354729e+04	(-7.88990092781107e+01dB,-2.59615284402570e+00°)
1.73452772489510e+04	(-7.96218372587172e+01dB,-3.20523159816213e+00°)
1.77493006580184e+04	(-8.03412275448778e+01dB,-3.81316047409102e+00°)
1.81627349812344e+04	(-8.10570643869637e+01dB,-4.42013040993490e+00°)
1.85857994269497e+04	(-8.17692289619014e+01dB,-5.02632472591060e+00°)
1.90187183095332e+04	(-8.24775994412691e+01dB,-5.63191920786448e+00°)
1.94617211683070e+04	(-8.31820510716610e+01dB,-6.23708220149645e+00°)
1.99150428892506e+04	(-8.38824562680152e+01dB,-6.84197471971937e+00°)
2.03789238295408e+04	(-8.45786847205820e+01dB,-7.44675056561921e+00°)
2.08536099449924e+04	(-8.52706035161752e+01dB,-8.05155647348454e+00°)
2.13393529204669e+04	(-8.59580772743117e+01dB,-8.65653227035373e+00°)
2.18364103033196e+04	(-8.66409682987936e+01dB,-9.26181106048608e+00°)
2.23450456399543e+04	(-8.73191367452304e+01dB,-9.86751943509360e+00°)
2.28655286155588e+04	(-8.79924408049263e+01dB,-1.04737777095717e+01°)
2.33981351970964e+04	(-8.86607369054830e+01dB,-1.10807001903351e+01°)
2.39431477796264e+04	(-8.93238799283712e+01dB,-1.16883954732012e+01°)
2.45008553360342e+04	(-8.99817234436298e+01dB,-1.22969667750607e+01°)
2.50715535702483e+04	(-9.06341199617343e+01dB,-1.29065123003376e+01°)
