Freq.	V(out)
8.55184835800892e+00	(6.95481226995650e-03dB,-2.04883863806715e+01°)
8.75104649579820e+00	(7.28308209249600e-03dB,-2.09683826334985e+01°)
8.95488455427335e+00	(7.62670467216608e-03dB,-2.14597599708159e+01°)
9.16347061107108e+00	(7.98639103062384e-03dB,-2.19627982288528e+01°)
9.37691526127968e+00	(8.36288423135200e-03dB,-2.24777848667178e+01°)
9.59533167607795e+00	(8.75696069154433e-03dB,-2.30050152295849e+01°)
9.81883566274011e+00	(9.16943152460056e-03dB,-2.35447928250149e+01°)
1.00475457260383e+01	(9.60114390903008e-03dB,-2.40974296133386e+01°)
1.02815831310754e+01	(1.00529824785033e-02dB,-2.46632463131127e+01°)
1.05210719675815e+01	(1.05258707261002e-02dB,-2.52425727227478e+01°)
1.07661392157076e+01	(1.10207724138822e-02dB,-2.58357480595103e+01°)
1.10169148133527e+01	(1.15386929769331e-02dB,-2.64431213172119e+01°)
1.12735317250578e+01	(1.20806809079219e-02dB,-2.70650516440228e+01°)
1.15361260125064e+01	(1.26478291052066e-02dB,-2.77019087419828e+01°)
1.18048369066655e+01	(1.32412761633985e-02dB,-2.83540732899374e+01°)
1.20798068816080e+01	(1.38622075804100e-02dB,-2.90219373917942e+01°)
1.23611817300543e+01	(1.45118568492131e-02dB,-2.97059050521844e+01°)
1.26491106406735e+01	(1.51915063956052e-02dB,-3.04063926818227e+01°)
1.29437462771851e+01	(1.59024883145028e-02dB,-3.11238296350955e+01°)
1.32452448593036e+01	(1.66461848471871e-02dB,-3.18586587826648e+01°)
1.35537662455681e+01	(1.74240285295536e-02dB,-3.26113371221697e+01°)
1.38694740181012e+01	(1.82375019262852e-02dB,-3.33823364304314e+01°)
1.41925355693430e+01	(1.90881368480436e-02dB,-3.41721439609314e+01°)
1.45231221908040e+01	(1.99775129269076e-02dB,-3.49812631907405e+01°)
1.48614091638869e+01	(2.09072553990995e-02dB,-3.58102146215318e+01°)
1.52075758528224e+01	(2.18790319124041e-02dB,-3.66595366398204e+01°)
1.55618057997712e+01	(2.28945481378897e-02dB,-3.75297864421430e+01°)
1.59242868221399e+01	(2.39555419190500e-02dB,-3.84215410315326e+01°)
1.62952111121645e+01	(2.50637756369136e-02dB,-3.93353982923567e+01°)
1.66747753388134e+01	(2.62210264024010e-02dB,-4.02719781513899e+01°)
1.70631807520637e+01	(2.74290736073489e-02dB,-4.12319238338903e+01°)
1.74606332896066e+01	(2.86896832684806e-02dB,-4.22159032244497e+01°)
1.78673436860385e+01	(3.00045884823398e-02dB,-4.32246103435100e+01°)
1.82835275845950e+01	(3.13754651686189e-02dB,-4.42587669516878e+01°)
1.87094056514879e+01	(3.28039021099172e-02dB,-4.53191242954419e+01°)
1.91452036929055e+01	(3.42913640926604e-02dB,-4.64064650091671e+01°)
1.95911527747378e+01	(3.58391467077914e-02dB,-4.75216051905164e+01°)
2.00474893450908e+01	(3.74483210748835e-02dB,-4.86653966676513e+01°)
2.05144553596545e+01	(3.91196663968964e-02dB,-4.98387294792103e+01°)
2.09922984099909e+01	(4.08535878248137e-02dB,-5.10425345900818e+01°)
2.14812718548101e+01	(4.26500165954253e-02dB,-5.22777868685592e+01°)
2.19816349543049e+01	(4.45082887853744e-02dB,-5.35455083531623e+01°)
2.24936530076139e+01	(4.64269982789113e-02dB,-5.48467718402963e+01°)
2.30175974934862e+01	(4.84038186494849e-02dB,-5.61827048269834e+01°)
2.35537462142235e+01	(5.04352875786594e-02dB,-5.75544938460813e+01°)
2.41023834429743e+01	(5.25165461427728e-02dB,-5.89633892346423e+01°)
2.46638000744592e+01	(5.46410237463492e-02dB,-6.04107103792542e+01°)
2.52382937792077e+01	(5.68000576240929e-02dB,-6.18978514851870e+01°)
2.58261691613862e+01	(5.89824336096437e-02dB,-6.34262879187376e+01°)
2.64277379203038e+01	(6.11738322146321e-02dB,-6.49975831740029e+01°)
2.70433190156792e+01	(6.33561608965194e-02dB,-6.66133965160202e+01°)
2.76732388367574e+01	(6.55067496303926e-02dB,-6.82754913512035e+01°)
2.83178313753654e+01	(6.75973824401218e-02dB,-6.99857443725273e+01°)
2.89774384029995e+01	(6.95931322776652e-02dB,-7.17461555199297e+01°)
2.96524096520366e+01	(7.14509604516311e-02dB,-7.35588587845616e+01°)
3.03431030011673e+01	(7.31180345805936e-02dB,-7.54261338670189e+01°)
3.10498846651476e+01	(7.45297106729617e-02dB,-7.73504186721860e+01°)
3.17731293889712e+01	(7.56071153292950e-02dB,-7.93343225837816e+01°)
3.25132206465639e+01	(7.62542531863399e-02dB,-8.13806404061852e+01°)
3.32705508441067e+01	(7.63545526199419e-02dB,-8.34923667846681e+01°)
3.40455215280950e+01	(7.57667495828022e-02dB,-8.56727108114896e+01°)
3.48385435982431e+01	(7.43199956722819e-02dB,-8.79251103866947e+01°)
3.56500375253497e+01	(7.18080628361999e-02dB,-9.02532457194633e+01°)
3.64804335742363e+01	(6.79825047444575e-02dB,-9.26610511174570e+01°)
3.73301720318795e+01	(6.25446256907734e-02dB,-9.51527239051930e+01°)
3.81997034408573e+01	(5.51361048178691e-02dB,-9.77327289246748e+01°)
